Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,Datum,DataQuality,DataQualityIndicator,ResultDisplay,DisplayText,Censored,AnalyteDisplay,AnalyteGroup1,AnalyteGroup2,AnalyteGroup3,MatrixDisplay,Region
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2018,Clarks Creek above Hwy 199,103WER029,8/8/2018 0:00,1899-12-30 08:00:00,X,0.1,m,Grab,1,1,deltaEnv_18H0134_W_TN,1808033-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,2.0,,0.005,0.01,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,41.80827,-124.11215,Individual Collection by hand,,Subsurface,FieldAcidified,8/8/2018 0:00,,1/1/1950 0:00,8/10/2018 16:33,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,103WER029,"Nitrogen, Total",NAD83,Passed,,2.0,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2018,Meeks Creek ~1.8mi below Lake Genevieve,634MKCBLG,9/6/2018 0:00,1899-12-30 12:00:00,X,0.1,m,Grab,1,1,deltaEnv_18I0114_W_TN,1809014-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,2.14,,0.005,0.01,=,,"VAC,VMD",Com,,,,IQC: BS/BSD PR<80%,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,39.019365,-120.1530441,Individual Collection by hand,,Subsurface,FieldAcidified,9/6/2018 12:00,,1/1/1950 0:00,9/7/2018 12:11,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,634MKCBLG,"Nitrogen, Total",NAD83,Some review needed,"BatchVerification:VAC,VMD",2.14,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,6
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2018,Potato Creek ~1.3mi above EF Hayfork Cr.,106WER016,8/6/2018 0:00,1899-12-30 14:00:00,X,0.1,m,Grab,1,1,deltaEnv_18H0100_W_TN,1808022-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.36,,0.005,0.01,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-WPCL,,Water_Grab,40.48972,-123.02833,Individual Collection by hand,,Subsurface,FieldAcidified,8/6/2018 0:00,,1/1/1950 0:00,8/9/2018 16:51,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,106WER016,"Nitrogen, Total",NAD83,Passed,,0.36,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2018,"Sagehen Cr, below field station",636SAG001,8/20/2018 0:00,1899-12-30 11:00:00,X,0.1,m,Grab,1,1,deltaEnv_18H0252_W_TN,1808083-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.04,,0.005,0.01,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,39.43709,-120.22934,Individual Collection by hand,,Subsurface,FieldAcidified,8/20/2018 0:00,,1/1/1950 0:00,8/22/2018 9:00,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,636SAG001,"Nitrogen, Total",NAD27,Passed,,0.04,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,6
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2018,Stanton Creek ~1.4mi above Indian Valley Res.,513STCAIV,7/11/2018 0:00,1899-12-30 10:00:00,X,0.1,m,Grab,1,1,deltaEnv_18G0133_W_TN,1807041-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,-0.005,,0.005,0.01,ND,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,39.1846,-122.5356,Individual Collection by hand,,Subsurface,FieldAcidified,7/11/2018 0:00,,1/1/1950 0:00,7/16/2018 16:06,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,513STCAIV,"Nitrogen, Total",NAD83,Passed,,,ND result displayed as 1/2 the MDL,True,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2019,Agua Caliente Creek at Pacific Crest Trail,903ACPCT1,5/8/2019 0:00,1899-12-30 00:00:00,X,0.1,m,Grab,1,1,DeltaEnv_19E0234_W_TN,1905056-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.18,,0.005,0.01,=,,"VAC,VMD",Qual,,,,IQC:BS/BSD & MS/MSD PR NOT IN MQO RANGE,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.29595,-116.63863,Not Recorded,,Not Applicable,,1/1/1950 0:00,,1/1/1950 0:00,5/17/2019 11:03,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,SWB_RCMP_2019,"Nitrogen, Total",NAD83,Some review needed,"BatchVerification:VAC,VMD",0.18,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,9
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2019,Bear Creek above WF San Gabrial R.,405BRCASG,6/5/2019 0:00,1899-12-30 10:00:00,X,0.1,M,Grab,1,1,DeltaEnv_19F0168_W_TN,1906045-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.11,,0.005,0.01,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,34.24092305,-117.8844943,Individual Collection by hand,,Subsurface,FieldAcidified,6/5/2019 0:00,,1/1/1950 0:00,6/12/2019 13:15,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,405BRCASG,"Nitrogen, Total",NAD83,Passed,,0.11,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,4
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2019,Boquet Canyon Creek (1536),403S01536,5/30/2019 0:00,1899-12-30 09:00:00,X,0.1,M,Grab,1,1,DeltaEnv_19F0054_W_TN,1905165-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.16,,0.005,0.01,=,,"VAC,VMD",Qual,Too few cobbles. Vegitation too dense to take slope.,,,IQC:BS/BSD & MS/MSD PR NOT IN MQO RANGE,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,34.56909,-118.392126,Individual Collection by hand,,Subsurface,FieldAcidified,5/30/2019 0:00,,1/1/1950 0:00,6/5/2019 13:04,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,1905165-03,"Nitrogen, Total",NAD83,Some review needed,"BatchVerification:VAC,VMD",0.16,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,4
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2019,Parsnip Creek ~1.1mi below Blue Lake,526PSCBLK,7/22/2019 0:00,1899-12-30 09:00:00,X,0.1,M,Grab,1,1,DeltaEnv_19G0295_W_TN,1907120-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.38,,0.005,0.01,=,,VAC,Com,too few cobles,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,41.161,-120.2894,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,7/26/2019 16:10,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,526PSCBLK,"Nitrogen, Total",NAD83,Passed,,0.38,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2019,Pine Canyon ~2.2mi above Horseshoe Cyn. Cr.,312NPPCBR,5/30/2019 0:00,1899-12-30 10:00:00,X,0.1,M,Grab,1,1,DeltaEnv_19F0054_W_TN,1905167-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,-0.005,,0.005,0.01,ND,UJ,"VAC,VMD",Qual,,,,IQC:BS/BSD & MS/MSD PR NOT IN MQO RANGE,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,35.024,-120.1134,Individual Collection by hand,,Subsurface,FieldAcidified,5/30/2019 10:00,,1/1/1950 0:00,6/5/2019 13:06,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,1905167-01,"Nitrogen, Total",NAD83,Some review needed,"QACode:UJ; BatchVerification:VAC,VMD",,ND result displayed as 1/2 the MDL,True,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,3
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2019,"Suisun Creek US of Lake Curry, 30 m above dirt road and 325 m US of confluence with other trib",207SUI290,6/18/2019 0:00,1899-12-30 09:37:00,X,0.1,M,Grab,1,1,DeltaEnv_19G0060_W_TN,1906094-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.17,,0.005,0.01,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,38.37183,-122.13973,Individual Collection by hand,,Subsurface,FieldAcidified,6/18/2019 0:00,,1/1/1950 0:00,6/21/2019 14:06,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,207SUI209,"Nitrogen, Total",NAD83,Passed,,0.17,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,"Antelope Creek, SF",509ACSFPP,10/27/2020 0:00,1899-12-30 12:00:00,X,0.1,M,Grab,1,1,DeltaEnv_2010095-CALC-TN_W_TN,2010095-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.839,,0.101,0.101,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,ABL_Chico,,Water_Grab,40.24111,-121.86222,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,11/6/2020 14:15,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,509ACSFPP,"Nitrogen, Total",NAD83,Passed,,0.84,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,Clear Creek at Paradise,521BUT205,6/2/2020 0:00,1899-12-30 10:30:00,X,0.1,M,Grab,1,1,MTA_B0F1820_W_TN,2006009-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.5,,-88.0,0.5,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,39.75238,-121.60515,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,6/18/2020 14:40,1,,MTA,DeltaEnv,A,,,,,,,,,,,,,,,,,521BUT205,"Nitrogen, Total",NAD83,Passed,,1.5,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,"Clear Creek, SF ~2.9mi above Andrews Cr.",524PS0650,6/23/2020 0:00,1899-12-30 12:00:00,X,0.1,M,Grab,1,1,DeltaEnv_2006079-CALC-TN_W_TN,2006079-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,,,0.0027,0.0062,ND,UJ,VAC,Com,,,,,BA,SWAMP_2016_WS,ABL_Chico,,Water_Grab,40.54267911,-122.5801735,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,6/24/2020 16:26,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,524PS0650,"Nitrogen, Total",NAD83,Some review needed,QACode:UJ,,ND result displayed as 1/2 the MDL,True,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,Deadman Creek ~5.8mi above Glass Cr.,603PS0073,9/1/2020 0:00,1899-12-30 14:30:00,X,0.1,M,Grab,1,1,DeltaEnv_20I0084_W_TN,2009017-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,,,0.001,0.005,ND,UJ,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,37.7094425,-119.058236,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,9/3/2020 11:00,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,603PS0073,"Nitrogen, Total",NAD83,Some review needed,QACode:UJ,,ND result displayed as 1/2 the MDL,True,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,6
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,Dry Creek at Paradise,521BUT206,6/1/2020 0:00,1899-12-30 10:00:00,X,0.1,M,Grab,1,1,MTA_B0F1820_W_TN,2006007-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.5,,0.045,0.5,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,39.75227,-121.57667,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,6/18/2020 14:40,1,,MTA,DeltaEnv,A,,,,,,,,,,,,,,,,,521BUT206,"Nitrogen, Total",NAD83,Passed,,1.5,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,Little Stony Creek Below Frenzel Creek,522CE0027,8/11/2020 0:00,1899-12-30 08:00:00,X,0.1,M,Grab,1,1,DeltaEnv_20H0154_W_TN,2008036-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,,,0.001,0.005,ND,UJ,VAC,Com,Fewer than 25 cobbles assessed,,,,BA,SWAMP_2016_WS,MPSL-DFW,,Water_Grab,39.29111111,-122.5602778,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,8/13/2020 16:00,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,522CE0027,"Nitrogen, Total",NAD83,Some review needed,QACode:UJ,,ND result displayed as 1/2 the MDL,True,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,Rocky Creek ~1.7mi above Hwy 1,308ROCBBQ,6/11/2020 0:00,1899-12-30 11:30:00,X,0.1,M,Grab,1,1,DeltaEnv_2006044-CALC-TN_W_TN,2006044-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.0611,,0.0027,0.0062,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,MPSL-DFW,,Water_Grab,36.3781,-121.8862,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,6/12/2020 18:14,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,308ROCBBQ,"Nitrogen, Total",NAD83,Passed,,0.06,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,3
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2020,Upper Clear Creek upstream of Carr Powerhouse Road Bridge,524CAR001,10/29/2020 0:00,1899-12-30 12:00:00,X,0.1,M,Grab,1,1,DeltaEnv_2010111-CALC-TN_W_TN,2010111-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.478,,0.101,0.101,=,,VAC,Com,,,,,BA,SWAMP_2016_WS,ABL_Chico,,Water_Grab,40.654069,-122.625251,Individual Collection by hand,,Subsurface,,1/1/1950 0:00,,1/1/1950 0:00,11/6/2020 14:15,1,,DeltaEnv,DeltaEnv,A,,,,,,,,,,,,,,,,,524CAR001,"Nitrogen, Total",NAD83,Passed,,0.48,,,"Nitrogen, Total, Total",Inorganic,Nutrient,,samplewater,5
