Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,Datum,DataQuality,DataQualityIndicator,ResultDisplay,DisplayText,Censored,AnalyteDisplay,AnalyteGroup1,AnalyteGroup2,AnalyteGroup3,MatrixDisplay,Region
Surface Water Ambient Monitoring Program,SWAMP Freshwater Harmful Algal Blooms(HAB) Program,Focused FHAB Monitoring at LE and BBL,"Lake Elsinore, Near TMDL LE02 (Buoy 38)",802LELE2A,6/2/2021 0:00,1899-12-30 10:35:00,OpenWater,1.0,m,Grab,1,1,Babcock_1F08085_W_TPHOS,C1F0387-02,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,0.07,,0.02,0.05,=,,VAC,Com,,,,,WQ,RWB8_FHAB_Study_2021,RWQCB8,,Water_Grab,33.6627845,-117.3552305,Custom Vertical Tube Sampler 1m,,Subsurface,FieldAcidified,6/2/2021 0:00,Not Recorded,6/8/2021 8:35,6/10/2021 11:25,1,,Babcock,Babcock,A,Motor boat,,,m,,m,,m,,,,,,,,,802LELE2A,Phosphorus as P,WGS84,Passed,,0.07,,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,8
Surface Water Ambient Monitoring Program,SWAMP Freshwater Harmful Algal Blooms(HAB) Program,Focused FHAB Monitoring at LE and BBL,"Lake Elsinore, Near TMDL LE02 (Buoy 38)",802LELE2A,8/24/2021 0:00,1899-12-30 10:04:00,OpenWater,1.0,m,Grab,1,1,Babcock_1I03021_W_TPHOS,C1H3208-02,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,0.06,,0.02,0.05,=,,VAC,Com,,,,,WQ,SWAMP_HAB_TOXCOLv1.3,RWQCB8,,Water_Grab,33.6627845,-117.3552305,Not Recorded,,Not Applicable,FieldAcidified,8/24/2021 0:00,,1/1/1950 0:00,9/3/2021 13:10,1,,Babcock,Babcock,A,,,,,,,,,,,,,,,,,802LELE2A,Phosphorus as P,WGS84,Passed,,0.06,,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,8
Surface Water Ambient Monitoring Program,SWAMP Freshwater Harmful Algal Blooms(HAB) Program,RWB1 Tiered Monitoring with SPATTs 2023,Navarro River at Hendy Woods,113NA9055,7/3/2023 0:00,1899-12-30 17:15:00,Midchannel,0.1,m,Grab,1,1,Babcock_3G31005_W_TPHOS,C3G2865-03,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,0.02,,0.02,0.05,DNQ,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.1,RWQCB1,,Water_Grab,39.075586,-123.465081,Individual Collection by hand,,Subsurface,FieldAcidified,7/3/2023 0:00,SM 4500-P B 5,7/31/2023 0:00,8/10/2023 14:44,1,,Babcock,Babcock,A,Walk In,LB,1.5,m,10.0,m,0.2,m,,,,,,,,,113NA9055,Phosphorus as P,WGS84,Some review needed,ResultQualCode:DNQ,0.02,DNQ result displayed as the reported value,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Freshwater Harmful Algal Blooms(HAB) Program,RWB1 Tiered Monitoring with SPATTs 2023,Navarro River at Hendy Woods,113NA9055,7/24/2023 0:00,1899-12-30 14:45:00,Midchannel,0.1,m,Grab,1,1,Babcock_3H10041_W_TPHOS,C3G3757-01,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,0.03,,0.02,0.05,DNQ,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.1,RWQCB1,,Water_Grab,39.075586,-123.465081,Individual Collection by hand,,Subsurface,FieldAcidified,7/24/2023 0:00,SM 4500-P B 5,8/10/2023 17:40,8/17/2023 18:17,1,,Babcock,Babcock,A,,LB,20.0,m,30.0,m,0.5,m,,,,,,,,,113NA9055,Phosphorus as P,WGS84,Some review needed,ResultQualCode:DNQ,0.03,DNQ result displayed as the reported value,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Freshwater Harmful Algal Blooms(HAB) Program,RWB1 Tiered Monitoring with SPATTs 2023,Russian River at Syar Pond,114RR2678,7/3/2023 0:00,1899-12-30 10:15:00,Midchannel,0.1,m,Grab,1,1,Babcock_3G31005_W_TPHOS,C3G2865-01,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,,,0.02,0.05,ND,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.1,RWQCB1,,Water_Grab,38.56326,-122.85302,Individual Collection by hand,,Subsurface,FieldAcidified,7/3/2023 0:00,SM 4500-P B 5,7/31/2023 0:00,8/10/2023 14:43,1,,Babcock,Babcock,A,Walk In,RB,2.0,m,25.0,m,0.5,m,,,,,,,,,114RR2678,Phosphorus as P,WGS84,Passed,,0.01,ND result displayed as 1/2 the MDL,True,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Freshwater Harmful Algal Blooms(HAB) Program,RWB1 Tiered Monitoring with SPATTs 2023,SF Eel River at Standish Hickey,111SF6221,9/19/2023 0:00,1899-12-30 18:45:00,Midchannel,0.1,m,Grab,1,1,Babcock_3J03053_W_TPHOS,C3I2797-02,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,,,0.02,0.05,ND,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.1,RWQCB1,,Water_Grab,39.87839,-123.73356,Individual Collection by hand,,Subsurface,FieldAcidified,9/19/2023 0:00,SM 4500-P B 5,10/3/2023 15:58,10/4/2023 16:35,1,,Babcock,Babcock,A,Walk In,RB,10.0,m,25.0,m,0.5,m,,,,,,,,,111SF6221,Phosphorus as P,WGS84,Passed,,0.01,ND result displayed as 1/2 the MDL,True,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Freshwater Harmful Algal Blooms(HAB) Program,RWB1 Tiered Monitoring with SPATTs 2023,South Fork Eel River downstream USGS Gage_11476500_SF Eel R NR Miranda CA,111SF2122,9/27/2023 0:00,1899-12-30 11:30:00,Midchannel,0.1,m,Grab,1,1,Babcock_3J05054_W_TPHOS,C3I3863-04,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,0.02,,0.02,0.05,DNQ,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.1,RWQCB1,,Water_Grab,40.198405,-123.774613,Individual Collection by hand,,Subsurface,FieldAcidified,9/27/2023 0:00,SM 4500-P B 5,10/5/2023 14:35,10/6/2023 15:03,1,,Babcock,Babcock,A,Walk In,RB,2.0,m,40.0,m,0.5,m,,,,,,,,,111SF2122,Phosphorus as P,WGS84,Some review needed,ResultQualCode:DNQ,0.02,DNQ result displayed as the reported value,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Monitoring,USGS_SierraHydro_2012,BEAVER CR BEL DIV DAM NR ARNOLD CA,534295230,9/8/2012 0:00,1899-12-30 16:00:00,Midchannel,0.1,m,Grab,1,1,WPCL_9646_W_TPHOS,L-544-12-03,samplewater,SM 4500-P H,"Phosphorus as P, Total",mg/L,0.0358,,0.0041,0.01,=,,VAC,Com,,,,,BA,SWAMP_2007_WS,USGS-Scto,,Water_Grab,38.23297,-120.28047,Individual Collection by hand,,Subsurface,FieldAcidified,9/8/2012 0:00,,1/1/1950 0:00,9/25/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,,Phosphorus as P,NAD83,Passed,,0.04,,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Monitoring,USGS_SierraHydro_2012,SF FEATHER R BL FORBESTOWN DAM CA,518396200,9/19/2012 0:00,1899-12-30 09:45:00,Midchannel,0.1,m,Grab,1,1,WPCL_9652_W_TPHOS,L-583-12-10,samplewater,SM 4500-P H,"Phosphorus as P, Total",mg/L,0.0068,,0.0041,0.01,DNQ,,VAC,Com,,,,,BA,SWAMP_2007_WS,USGS-Scto,,Water_Grab,39.551277,-121.209405,Individual Collection by hand,,Subsurface,FieldAcidified,9/21/2012 0:00,,1/1/1950 0:00,10/2/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,,Phosphorus as P,NAD83,Some review needed,ResultQualCode:DNQ,0.01,DNQ result displayed as the reported value,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Non-Perennial Stream Surveys,Statewide Non-Perennial Streams Assessment 2024,Chelly Gulch,105NPCHLY,5/14/2024 0:00,1899-12-30 08:30:00,X,0.1,m,Grab,1,1,Babcock_4E28095_W_TPHOS,C4E2383-01,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,,,0.02,0.05,ND,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,41.19447,-123.18841,Individual Collection by hand,,Subsurface,FieldAcidified,5/14/2024 0:00,SM 4500-P B 5,5/28/2024 23:15,5/29/2024 16:47,1,,Babcock,Babcock,A,,,,,,,,,,,,,,,,,105NPCHLY,Phosphorus as P,NAD83,Passed,,0.01,ND result displayed as 1/2 the MDL,True,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Non-Perennial Stream Surveys,Statewide Non-Perennial Streams Assessment 2024,Pacific Creek below Marshall Creek,532WER222,7/3/2024 0:00,1899-12-30 12:00:00,X,0.1,M,Grab,1,1,Babcock_4G18067_W_TPHOS,C4G1064-01,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,,,0.02,0.05,ND,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,38.49611111,-119.8938889,Individual Collection by hand,,Subsurface,FieldAcidified,7/3/2024 0:00,SM 4500-P B 5,7/18/2024 16:48,7/19/2024 17:06,1,,Babcock,Babcock,A,,,,,,,,,,,,,,,,,532WER222,Phosphorus as P,NAD83,Passed,,0.01,ND result displayed as 1/2 the MDL,True,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Non-Perennial Stream Surveys,Statewide Non-Perennial Streams Assessment 2024,Rock Creek ~3.6mi above Clavey River,536RCCACR,7/1/2024 0:00,1899-12-30 12:45:00,X,0.1,M,Grab,1,1,Babcock_4G03079_W_TPHOS,C4G0482-01,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,,,0.02,0.05,ND,,VAC,Com,,,,,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,38.1125,-119.9511,Individual Collection by hand,,Subsurface,FieldAcidified,7/1/2024 0:00,SM 4500-P B 5,7/3/2024 18:10,7/4/2024 16:07,1,,Babcock,Babcock,A,,,,,,,,,,,,,,,,,536RCCACR,Phosphorus as P,NAD83,Passed,,0.01,ND result displayed as 1/2 the MDL,True,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Non-Perennial Stream Surveys,Statewide Non-Perennial Streams Assessment 2025,Dry Gulch above Crawford Creek,105NPDRYG,5/14/2025 0:00,1899-12-30 15:00:00,X,0.1,m,Grab,1,1,Babcock_5E16161_W_TPHOS,C5E2288-01,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,,,0.02,0.05,ND,,VAC,Com,,,,,BA,SWAMP_2025_WS,DFW-ABL,,Water_Grab,41.15842,-123.1285,Individual Collection by hand,,Subsurface,FieldAcidified,5/14/2025 0:00,SM 4500-P B 5,5/16/2025 21:57,5/19/2025 23:09,1,,Babcock,Babcock,A,,,,,,,,,,,,,,,,,105NPDRYG,Phosphorus as P,NAD83,Passed,,0.01,ND result displayed as 1/2 the MDL,True,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Non-Perennial Stream Surveys,Statewide Non-Perennial Streams Assessment 2025,Tributary to Fern Creek above Hwy 158,601TRBFRN,5/21/2025 0:00,1899-12-30 09:45:00,X,0.1,m,Grab,1,1,Babcock_5F02191_W_TPHOS,C5E3089-03,samplewater,SM 4500-P BE,"Phosphorus as P, Total",mg/L,,,0.02,0.05,ND,,VAC,Com,,,,,BA,SWAMP_2025_WS,DFW-ABL,,Water_Grab,37.761282,-119.112235,Individual Collection by hand,,Subsurface,FieldAcidified,5/21/2025 0:00,SM 4500-P B 5,6/2/2025 16:15,6/2/2025 19:28,1,,Babcock,Babcock,A,,,,,,,,,,,,,,,,,601TRBFRN,Phosphorus as P,NAD83,Passed,,0.01,ND result displayed as 1/2 the MDL,True,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,6
Surface Water Ambient Monitoring Program,SWAMP Perennial Stream Surveys,Statewide Perennial Streams Assessment 2008,Amargosa River,609PS0053,5/14/2008 0:00,1899-12-30 13:00:00,X,0.1,m,Grab,1,1,WPCL_3496_W_TPHOS,L-287-08-10,samplewater,SM 4500-P H,"Phosphorus as P, Total",mg/L,0.0294,,0.01,0.02,=,"D,PJN",VAC,Com,Surprisingly there was flowing water at x site. Isolated pools downstream and dry at initial road crossing. Stream was highly consolidated so substrate measurements were difficult. Very unique area. Stream was braided upstream.,collection time updated to time from WPCL LIMs,,"QC w/ L-276-08,TP result < OP result. Recheck result confirms original TP result. OP field filtrate and TP split from different sources. Raised MDL and added D code for dilution",BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,35.74614,-116.22224,Individual Collection by hand,,Subsurface,LabAcidified,5/16/2008 0:00,,1/1/1950 0:00,6/6/2008 0:00,2,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,,Phosphorus as P,NAD83,Passed,,0.03,,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,6
Surface Water Ambient Monitoring Program,SWAMP Perennial Stream Surveys,Statewide Perennial Streams Assessment 2008,Antelope Creek 92,105PS0092,8/11/2008 0:00,1899-12-30 14:41:00,X,0.1,m,Grab,1,1,WPCL_4076_W_TPHOS,L-562-08-10,samplewater,SM 4500-P H,"Phosphorus as P, Total",mg/L,0.0235,,0.005,0.01,=,PJN,VAC,Com,"Forest checked as dominant land use but area was also used as pasture-indicated in Human Influence. Strong presence of cows (saw 4 or 5), feces in channel. Many felled trees around stream left laying. Stream dried out and road crosses downstream of reach.",,,"TP results < OP result: L-562-09, 603-05 results are acceptable, w/in 2x±RL of 10µg/L criteria. L-562-10, 563-05, 568-05, 605-10 results are > 2x±RL of 10µg/L criteria.  PJN  reanalysis of samples taken from TKN bottle confirmed original results.",BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,41.5766,-121.92436,Individual Collection by hand,,Subsurface,LabAcidified,8/13/2008 0:00,,1/1/1950 0:00,9/5/2008 0:00,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,,Phosphorus as P,NAD83,Passed,,0.02,,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP Perennial Stream Surveys,Statewide Perennial Streams Assessment 2008,Elder Creek,519PS0134,7/7/2008 0:00,1899-12-30 12:00:00,X,0.1,m,Grab,1,1,WPCL_3842_W_TPHOS,L-434-08-05,samplewater,SM 4500-P H,"Phosphorus as P, Total",mg/L,1.03,,0.025,0.05,=,D,VAC,Com,Vegetation Management: Pictures 2 & 3 show vegetaion that has been removed from channel and piled on shore.,,,"TP result < OP result. L-421-08-13 results are acceptable, w/in 2x ± RL of 10ug/L criteria. L-412-08-05, L-428-08-15 results are unacceptable,  >± 2x RL of 10 ug/L criteria.  PJN  rechecks confirm original results.  raised MDL and added D code for lab",BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,38.48281,-121.39559,Individual Collection by hand,,Subsurface,LabAcidified,7/8/2008 0:00,,1/1/1950 0:00,7/17/2008 0:00,5,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,,Phosphorus as P,NAD83,Passed,,1.03,,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,5
Surface Water Ambient Monitoring Program,SWAMP Perennial Stream Surveys,Statewide Perennial Streams Assessment 2008,Evans Ditch,105PS0188,8/26/2008 0:00,1899-12-30 17:00:00,X,0.1,m,Grab,1,1,WPCL_4160_W_TPHOS,L-615-08-18,samplewater,SM 4500-P H,"Phosphorus as P, Total",mg/L,0.13,,0.005,0.01,=,PJN,VAC,Com,,collection time updated to time from WPCL LIMs,,QC w/ L-610-08. TP vs OP: All results w/in ± RL criteria.,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,41.71972,-122.34917,Individual Collection by hand,,Subsurface,LabAcidified,8/28/2008 0:00,,1/1/1950 0:00,9/22/2008 0:00,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,,Phosphorus as P,NAD83,Passed,,0.13,,,"Phosphorus as P, Total",Inorganic,Inorganic,Nutrient,samplewater,1
